duration,protocol_type,service,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,attack
46.92680899768591,icmp,dns,421.71254199107904,1223.9247495264804,SH,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
301.0121430917521,udp,dns,2449.146681708973,2257.4360452196115,RSTR,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
131.67456935454493,tcp,ftp,167.72079795340042,680.6272763572517,RSTO,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
91.29425537759532,udp,ftp,58.620024111532594,115.29133926681142,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776.7616032093638,icmp,ftp,658.3904631229797,459.928765159147,S0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1
16.959629191460518,icmp,dns,209.64671579151548,799.3122096188273,RSTO,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5.983876860868068,icmp,dns,2770.9784287044026,540.4683364362726,REJ,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0
249.3462146674808,icmp,ftp,10.356845907493854,206.47785717475884,REJ,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,1
91.90821536272645,udp,dns,532.0827559420844,37.69095898101134,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123.12500617045903,tcp,ftp,2613.8466062258667,1162.8585839634754,RSTR,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0
2.0799307999138623,udp,ftp,485.18745303919815,4924.988579692283,S1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
350.3557475158312,tcp,ftp,97.73332190379061,2515.860419506601,REJ,0,1,0,1,0,0,1,1,4,1,1,1,0,0,0,1
178.6429543354675,icmp,ssh,360.8191519784235,1149.7084788845327,RSTO,0,1,0,0,0,0,1,1,5,0,0,1,0,0,0,1
23.8687625248947,tcp,dns,689.1758643542253,1842.1887697012064,SF,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.067898874966335,icmp,http,204.75330250331916,295.3482069380778,RSTR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.261142283225706,udp,ftp,628.411875929132,974.0110461111609,S1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
36.27537294604771,tcp,http,1809.9837010553315,62.51839273054892,S0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
74.39278308608544,udp,ssh,2060.564599141644,1228.2106053430034,REJ,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
376.62176845877417,icmp,dns,50.51542301924181,3502.311559927674,RSTR,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1
34.42229925539415,udp,ftp,175.42939208358078,1971.8241865696357,SF,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0
213.8957721937465,icmp,ftp,321.9838914883128,764.516175876613,RSTR,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1
15.023452872733866,icmp,ftp,903.537034344639,1554.666714705508,RSTR,0,2,0,0,1,0,0,0,1,1,0,1,0,0,0,0
34.551551200240226,icmp,http,447.84262243552826,2880.5982536332867,S0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45.6277218220847,udp,ssh,1858.1615718102287,243.36867972391596,S1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0
60.893468785977504,udp,dns,1261.1495769800688,1576.2861211491695,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153.7936011030912,tcp,ssh,105.86733641811543,314.50112019447243,SF,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
22.273586212869027,tcp,ftp,979.6499553555476,2095.143551041236,RSTR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72.20291550331277,udp,ssh,119.92453053595369,103.53385800226434,REJ,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0
89.75047213097605,udp,http,294.4189404554572,196.28063562147958,RSTR,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
4.756384975640855,udp,smtp,195.85751618023406,1275.1697582754914,RSTO,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
93.533302064961,udp,smtp,190.02549510847822,192.10223672091269,REJ,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0
18.696125197741644,icmp,dns,958.1432696614979,172.0397583907927,S0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6.726393087930424,icmp,dns,829.2073050001339,810.7307102664264,SF,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
297.3687793506931,icmp,ssh,193.61891566085947,1801.7324608549454,SH,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0
337.06303424611724,udp,dns,4622.601779088789,312.6135281048791,REJ,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
165.23315728128767,icmp,http,547.8989802458362,1839.7205282447294,S0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
36.32878599687583,icmp,ftp,102.10950387790918,1650.0172100845748,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.277731500250624,tcp,ftp,128.48019082867276,865.3728352179384,S0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
115.27507630986618,tcp,ssh,876.814555504848,1040.049330443188,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31.460129118869002,icmp,ftp,3866.543237601917,41.281669542035885,SH,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,1
13.015223395444863,icmp,ssh,848.517841372933,457.4990319103719,S0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
68.35472281341501,icmp,dns,2976.743244131707,305.7033935372774,SH,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
